branch,macroarea,in_branch_frac,repeat,model,f1
Pama-Nyungan,Australia,0.2,3,Freq,0.7400761283306144
Pama-Nyungan,Australia,0.2,3,T-CF,0.7361337683523654
Pama-Nyungan,Australia,0.2,3,Learned,0.736541598694943
Pama-Nyungan,Australia,0.2,4,Freq,0.743610657966286
Pama-Nyungan,Australia,0.2,4,T-CF,0.7485046220772159
Pama-Nyungan,Australia,0.2,4,Learned,0.743610657966286
Austroasiatic,Eurasia,0.0,0,Freq,0.7979705733130391
Austroasiatic,Eurasia,0.0,0,T-CF,0.5104008117706748
Austroasiatic,Eurasia,0.0,0,Learned,0.4856418061897514
Austroasiatic,Eurasia,0.0,1,Freq,0.8006088280060882
Austroasiatic,Eurasia,0.0,1,T-CF,0.5092846270928463
Austroasiatic,Eurasia,0.0,1,Learned,0.48970065956367326
Austroasiatic,Eurasia,0.0,2,Freq,0.802029426686961
Austroasiatic,Eurasia,0.0,2,T-CF,0.5190258751902588
Austroasiatic,Eurasia,0.0,2,Learned,0.5114155251141552
Austroasiatic,Eurasia,0.0,3,Freq,0.7994926433282598
Austroasiatic,Eurasia,0.0,3,T-CF,0.4922374429223744
Austroasiatic,Eurasia,0.0,3,Learned,0.5215626585489599
Austroasiatic,Eurasia,0.0,4,Freq,0.7996955859969559
Austroasiatic,Eurasia,0.0,4,T-CF,0.47620497209538304
Austroasiatic,Eurasia,0.0,4,Learned,0.5101978691019787
Austroasiatic,Eurasia,0.01,0,Freq,0.7979705733130391
Austroasiatic,Eurasia,0.01,0,T-CF,0.7097919837645865
Austroasiatic,Eurasia,0.01,0,Learned,0.7030948756976154
Austroasiatic,Eurasia,0.01,1,Freq,0.8006088280060882
Austroasiatic,Eurasia,0.01,1,T-CF,0.7410451547437849
Austroasiatic,Eurasia,0.01,1,Learned,0.7427701674277016
Austroasiatic,Eurasia,0.01,2,Freq,0.802029426686961
Austroasiatic,Eurasia,0.01,2,T-CF,0.715169964485033
Austroasiatic,Eurasia,0.01,2,Learned,0.715372907153729
Austroasiatic,Eurasia,0.01,3,Freq,0.7994926433282598
Austroasiatic,Eurasia,0.01,3,T-CF,0.7091831557584982
Austroasiatic,Eurasia,0.01,3,Learned,0.6987316083206494
Austroasiatic,Eurasia,0.01,4,Freq,0.7996955859969559
Austroasiatic,Eurasia,0.01,4,T-CF,0.7416539827498732
Austroasiatic,Eurasia,0.01,4,Learned,0.7476407914764079
Austroasiatic,Eurasia,0.05,0,Freq,0.7979705733130391
Austroasiatic,Eurasia,0.05,0,T-CF,0.8035514967021816
Austroasiatic,Eurasia,0.05,0,Learned,0.8111618467782852
Austroasiatic,Eurasia,0.05,1,Freq,0.8006088280060882
Austroasiatic,Eurasia,0.05,1,T-CF,0.8037544393708778
Austroasiatic,Eurasia,0.05,1,Learned,0.8082191780821918
Austroasiatic,Eurasia,0.05,2,Freq,0.802029426686961
Austroasiatic,Eurasia,0.05,2,T-CF,0.8016235413495687
Austroasiatic,Eurasia,0.05,2,Learned,0.8082191780821918
Austroasiatic,Eurasia,0.05,3,Freq,0.7994926433282598
Austroasiatic,Eurasia,0.05,3,T-CF,0.7951293759512937
Austroasiatic,Eurasia,0.05,3,Learned,0.7996955859969559
Austroasiatic,Eurasia,0.05,4,Freq,0.7996955859969559
