glottocode,family_id,source
coas1295,Austronesian,wals
konk1269,Niger-Congo,wals
beng1239,other,wals
kura1250,Mande,wals
kara1467,Altaic,wals
kiri1256,Lakes Plain,wals
kara1289,Karankawa,wals
kukn1238,Indo-European,wals
klao1243,Niger-Congo,wals
kala1372,Indo-European,wals
ledo1238,Austronesian,wals
kuoo1238,Niger-Congo,wals
klam1254,Penutian,wals
wers1238,Greater West Bomberai,wals
kala1397,Trans-New Guinea,wals
shah1254,Indo-European,wals
kela1258,Austronesian,wals
kili1268,Hokan,wals
kama1373,Tupian,wals
ndei1235,Trans-New Guinea,wals
west2420,Sino-Tibetan,wals
kami1256,Niger-Congo,wals
kara1483,Eastern Sudanic,wals
kalm1244,Altaic,wals
kama1351,Uralic,wals
kemt1242,Nimboran,wals
kamu1258,Eastern Daly,wals
badi1247,Yam,wals
konn1242,Niger-Congo,wals
kuna1268,Kunama,wals
kano1245,Kapixana,wals
ngka1235,Yam,wals
krio1252,other,wals
koas1236,Muskogean,wals
kohu1244,Niger-Congo,wals
kokb1239,Sino-Tibetan,wals
komo1258,Koman,wals
winy1241,Niger-Congo,wals
kpan1246,Niger-Congo,wals
libe1247,Mande,wals
ikpo1238,Niger-Congo,wals
pwoe1235,Sino-Tibetan,wals
kara1465,Altaic,wals
krah1246,Macro-Ge,wals
kari1255,Kariri,wals
karo1304,Hokan,wals
kare1335,Uralic,wals
kara1464,Altaic,wals
kora1292,Khoe-Kwadi,wals
kere1280,Chukotko-Kamchatkan,wals
kara1474,Nakh-Daghestanian,wals
kory1246,Chukotko-Kamchatkan,wals
east1472,Keresan,wals
kash1280,Hokan,wals
keny1241,other,wals
kase1253,Niger-Congo,wals
kisa1266,Austronesian,wals
sout2778,Niger-Congo,wals
kash1274,Indo-European,wals
kitu1246,other,wals
katc1250,Kadu,wals
kete1252,Niger-Congo,wals
gwic1235,Na-Dene,wals
sout2940,Trans-New Guinea,wals
katl1237,Kordofanian,wals
kath1253,Penutian,wals
kete1254,Trans-New Guinea,wals
kato1244,Na-Dene,wals
mala1480,Austronesian,wals
kott1239,Yeniseian,wals
nucl1297,Austro-Asiatic,wals
khan1273,Uralic,wals
kati1270,Indo-European,wals
sema1269,Austronesian,wals
bari1284,Eastern Sudanic,wals
kuma1273,Indo-European,wals
kuot1243,Kuot,wals
kumy1244,Altaic,wals
kusu1250,Kusunda,wals
kute1249,Kutenai,wals
kuuk1238,Pama-Nyungan,wals
teng1267,Austronesian,wals
kwak1269,Wakashan,wals
kwaa1269,Afro-Asiatic,wals
kwan1273,Niger-Congo,wals
yomb1244,Niger-Congo,wals
kwaz1243,Kwaza,wals
keny1279,Niger-Congo,wals
kyak1244,Trans-New Guinea,wals
krym1236,Altaic,wals
koyu1237,Na-Dene,wals
kany1247,Niger-Congo,wals
kaya1330,Macro-Ge,wals
kayt1238,Pama-Nyungan,wals
kaya1329,Tupian,wals
laal1242,Laal,wals
laca1243,Mayan,wals
lada1244,Sino-Tibetan,wals
lafo1243,Kordofanian,wals
peve1243,Afro-Asiatic,wals
lara1258,Darwin Region,wals
lavu1241,Solomons East Papuan,wals
ladi1250,Indo-European,wals
ngel1238,Niger-Congo,wals
leco1242,Leko,wals
nort2627,Indo-European,wals
jord1238,other,wals
port1277,other,wals
laha1250,Tai-Kadai,wals
lhom1239,Sino-Tibetan,wals
ital1275,other,wals
lisu1250,Sino-Tibetan,wals
lauj1238,Austronesian,wals
lakk1238,Tai-Kadai,wals
lako1247,Siouan,wals
lamu1254,Pama-Nyungan,wals
lele1264,Niger-Congo,wals
lamb1271,Niger-Congo,wals
lamp1243,Austronesian,wals
leng1262,Mascoian,wals
leni1238,Pama-Nyungan,wals
ladi1251,Indo-European,wals
lamn1239,Niger-Congo,wals
lobi1245,Niger-Congo,wals
loko1255,Mande,wals
lari1255,Austronesian,wals
arge1236,other,wals
braz1236,other,wals
span1263,other,wals
fren1243,other,wals
queb1245,other,wals
luuu1242,Tai-Kadai,wals
niel1243,Niger-Congo,wals
lule1238,Lule,wals
stra1244,Salishan,wals
lung1248,Sino-Tibetan,wals
nort2645,Indo-European,wals
luxe1241,Indo-European,wals
luyi1234,Niger-Congo,wals
lyel1241,Niger-Congo,wals
made1252,Niger-Congo,wals
east2352,Sino-Tibetan,wals
maka1318,Wakashan,wals
mari1435,Trans-New Guinea,wals
west2500,Mande,wals
maib1239,Maybrat,wals
maza1293,Oto-Manguean,wals
mbab1239,Pama-Nyungan,wals
mber1257,Niger-Congo,wals
mbug1240,Afro-Asiatic,wals
mbum1254,Niger-Congo,wals
mbee1250,Niger-Congo,wals
maca1260,Matacoan,wals
moch1259,Mochica,wals
mich1243,Algic,wals
coat1238,Mixe-Zoque,wals
mori1278,other,wals
mada1293,Afro-Asiatic,wals
mudb1240,Pama-Nyungan,wals
west2443,Pama-Nyungan,wals
mand1446,Siouan,wals
gbay1281,Niger-Congo,wals
mbos1242,Niger-Congo,wals
mada1282,Niger-Congo,wals
mehr1241,Afro-Asiatic,wals
mani1292,Sino-Tibetan,wals
cent2101,Austronesian,wals
mane1266,Border,wals
meno1252,Algic,wals
mong1342,Austronesian,wals
tuuu1240,Altaic,wals
mung1266,Niger-Congo,wals
ming1252,Kartvelian,wals
mang1398,Central Sudanic,wals
mohe1244,Algic,wals
misi1242,Sino-Tibetan,wals
besi1244,Austro-Asiatic,wals
miis1236,Eastern Sudanic,wals
mitu1240,Niger-Congo,wals
jami1235,Oto-Manguean,wals
sanj1281,Oto-Manguean,wals
mand1419,Niger-Congo,wals
maho1249,Mande,wals
coas1301,Penutian,wals
kham1281,Altaic,wals
maka1316,Greater West Bomberai,wals
makl1246,Bulaka River,wals
mank1251,Niger-Congo,wals
muku1242,Afro-Asiatic,wals
ngem1255,Niger-Congo,wals
arua1260,Ramu-Lower Sepik,wals
maku1246,Máku,wals
mala1533,other,wals
mola1238,Penutian,wals
east2328,Uralic,wals
mamp1244,Niger-Congo,wals
mama1276,Austronesian,wals
manc1252,Altaic,wals
moni1261,Trans-New Guinea,wals
many1256,Pama-Nyungan,wals
east2426,Mande,wals
mand1442,Austronesian,wals
mans1258,Uralic,wals
ment1249,Austronesian,wals
mina1269,Austronesian,wals
manx1243,Indo-European,wals
shek1244,Afro-Asiatic,wals
mofu1248,Afro-Asiatic,wals
mogh1245,Altaic,wals
moha1256,Hokan,wals
mold1248,Indo-European,wals
moss1236,Niger-Congo,wals
mose1249,Mosetenan,wals
moru1253,Central Sudanic,wals
movi1243,Movima,wals
myen1241,Niger-Congo,wals
mpur1239,Mpur,wals
mapo1246,Cariban,wals
guad1242,other,wals
momu1241,Trans-New Guinea,wals
moro1289,Moraori,wals
ngad1258,Pama-Nyungan,wals
muri1260,Ramu-Lower Sepik,wals
mari1419,Western Daly,wals
muns1251,Algic,wals
misi1242,Sino-Tibetan,wals
ngil1242,Kordofanian,wals
nucl1440,Maban,wals
tlah1239,Mixe-Zoque,wals
bari1297,Chibchan,wals
matt1238,Na-Dene,wals
kuma1274,Dravidian,wals
toto1305,Mixe-Zoque,wals
mati1255,Pano-Tacanan,wals
wamp1249,Algic,wals
makh1261,Niger-Congo,wals
mund1327,Niger-Congo,wals
seba1251,Afro-Asiatic,wals
muin1242,Boran,wals
mula1253,Tai-Kadai,wals
muon1246,Austro-Asiatic,wals
murs1242,Eastern Sudanic,wals
sout2986,Penutian,wals
mart1256,Pama-Nyungan,wals
mawc1242,Indo-European,wals
lake1258,Penutian,wals
nort2968,Penutian,wals
plai1259,Penutian,wals
atat1238,Oto-Manguean,wals
sanm1296,Oto-Manguean,wals
pino1237,Oto-Manguean,wals
sanp1259,Oto-Manguean,wals
ocot1243,Oto-Manguean,wals
peno1244,Oto-Manguean,wals
sila1250,Oto-Manguean,wals
ayut1236,Oto-Manguean,wals
chay1249,Oto-Manguean,wals
tlah1239,Mixe-Zoque,wals
yoso1239,Oto-Manguean,wals
coat1241,Oto-Manguean,wals
maya1282,Austronesian,wals
chiq1250,Oto-Manguean,wals
huau1238,Oto-Manguean,wals
maza1291,Indo-European,wals
nafa1258,Niger-Congo,wals
yale1246,Yale,wals
niha1238,Nahali,wals
lish1246,Afro-Asiatic,wals
nara1262,Eastern Sudanic,wals
natc1249,Natchez,wals
dong1288,Eastern Sudanic,wals
ghul1238,Eastern Sudanic,wals
nyam1277,Niger-Congo,wals
ntch1242,Niger-Congo,wals
nand1264,Niger-Congo,wals
ndon1254,Niger-Congo,wals
west2519,Austronesian,wals
ndut1239,Niger-Congo,wals
ndum1239,Niger-Congo,wals
ndyu1242,other,wals
dutc1253,other,wals
nene1251,Uralic,wals
neyo1238,Niger-Congo,wals
ngad1261,Austronesian,wals
ngem1255,Niger-Congo,wals
nang1259,Southern Daly,wals
ngad1258,Pama-Nyungan,wals
nang1259,Southern Daly,wals
ngal1293,Gunwinyguan,wals
ngon1269,Niger-Congo,wals
ngaw1240,Pama-Nyungan,wals
ngar1235,Pama-Nyungan,wals
ngiz1242,Afro-Asiatic,wals
cent2132,Uto-Aztecan,wals
huas1257,Uto-Aztecan,wals
poch1244,Uto-Aztecan,wals
nias1242,Austronesian,wals
ning1273,Torricelli,wals
diti1235,Wakashan,wals
nkem1242,Niger-Congo,wals
naka1260,Mangrida,wals
nkon1245,Niger-Congo,wals
kenu1243,Eastern Sudanic,wals
ngar1296,Pama-Nyungan,wals
ngar1287,Pama-Nyungan,wals
nyam1271,Pama-Nyungan,wals
maon1238,Sino-Tibetan,wals
nyan1304,Niger-Congo,wals
nank1250,Trans-New Guinea,wals
nort2784,Niger-Congo,wals
nant1249,Algic,wals
nobi1240,Eastern Sudanic,wals
noga1249,Altaic,wals
noga1249,Altaic,wals
norw1258,Indo-European,wals
narp1239,Sino-Tibetan,wals
nige1257,other,wals
naga1394,other,wals
napu1241,Austronesian,wals
nane1238,Niger-Congo,wals
naro1249,Khoe-Kwadi,wals
nask1242,Algic,wals
nise1244,Penutian,wals
assy1241,Afro-Asiatic,wals
norw1255,other,wals
nate1242,Niger-Congo,wals
ntom1248,Niger-Congo,wals
nung1290,Gunwinyguan,wals
nuka1242,Cacua-Nukak,wals
nung1283,Tai-Kadai,wals
nyan1313,Eastern Sudanic,wals
nyih1240,Niger-Congo,wals
tukp1239,Sino-Tibetan,wals
nyam1276,Niger-Congo,wals
newz1236,other,wals
ogbr1243,Niger-Congo,wals
obol1243,Niger-Congo,wals
ocai1244,Witotoan,wals
atzi1235,Oto-Manguean,wals
ogbi1239,Niger-Congo,wals
oyyy1238,Austro-Asiatic,wals
ixte1237,Oto-Manguean,wals
east2542,Algic,wals
adiv1239,Indo-European,wals
ngaj1237,Austronesian,wals
omag1248,Tupian,wals
onei1249,Iroquoian,wals
molm1235,Torricelli,wals
onoo1246,Trans-New Guinea,wals
emai1241,Niger-Congo,wals
orej1242,Tucanoan,wals
east2652,Afro-Asiatic,wals
orig1235,Kordofanian,wals
ormu1247,Indo-European,wals
waat1238,Afro-Asiatic,wals
osag1243,Siouan,wals
osse1243,Indo-European,wals
iowa1245,Siouan,wals
west2721,Afro-Asiatic,wals
owin1240,Left May,wals
pado1242,Austronesian,wals
paez1247,Páezan,wals
paka1251,Pama-Nyungan,wals
sout2999,Oto-Manguean,wals
papi1253,other,wals
pari1256,Eastern Sudanic,wals
paum1247,Arauan,wals
pawa1255,Teberan-Pawaian,wals
poqo1253,Mayan,wals
folo1238,Teberan-Pawaian,wals
pero1241,Afro-Asiatic,wals
pwon1235,Sino-Tibetan,wals
piar1243,Sáliban,wals
asue1235,Trans-New Guinea,wals
pitj1243,Pama-Nyungan,wals
poqo1254,Mayan,wals
play1240,Guahiban,wals
pola1255,Indo-European,wals
ngaj1237,Austronesian,wals
palo1243,Niger-Congo,wals
cent2138,Hokan,wals
nort2966,Hokan,wals
fwai1237,Austronesian,wals
park1239,Afro-Asiatic,wals
pogo1243,Niger-Congo,wals
rawo1244,Skou,wals
pota1247,Algic,wals
powh1243,Algic,wals
pira1253,Mura,wals
prin1242,other,wals
pira1254,Tucanoan,wals
cent1973,Indo-European,wals
sanj1285,Oto-Manguean,wals
plai1235,other,wals
male1292,Algic,wals
sout2982,Hokan,wals
coyo1236,Oto-Manguean,wals
patw1250,Penutian,wals
puin1248,Puinave,wals
pumi1242,Sino-Tibetan,wals
wadj1254,Wandjiginy,wals
puqu1242,Puquina,wals
sout2969,Uto-Aztecan,wals
chiq1249,Quechuan,wals
boli1262,Quechuan,wals
caja1238,Quechuan,wals
sout2991,Quechuan,wals
qian1264,Sino-Tibetan,wals
quec1382,Hokan,wals
sipa1247,Mayan,wals
ralt1242,Sino-Tibetan,wals
raoo1244,Ramu-Lower Sepik,wals
balk1252,Indo-European,wals
rawa1265,Sino-Tibetan,wals
sint1235,Indo-European,wals
balk1252,Indo-European,wals
kjac1234,other,wals
reja1240,Austronesian,wals
rong1268,Niger-Congo,wals
zbua1234,Sino-Tibetan,wals
vlax1238,Indo-European,wals
vlax1238,Indo-European,wals
remb1249,Gunwinyguan,wals
rund1242,Niger-Congo,wals
balt1257,Indo-European,wals
roma1327,Indo-European,wals
balk1252,Indo-European,wals
shug1248,Indo-European,wals
russ1255,other,wals
wels1246,Indo-European,wals
saba1265,Austronesian,wals
saek1240,Tai-Kadai,wals
sahu1245,North Halmaheran,wals
sali1253,Hokan,wals
sang1328,Niger-Congo,wals
saho1246,Afro-Asiatic,wals
kapr1245,Sepik,wals
savi1242,Indo-European,wals
sayu1241,Mixe-Zoque,wals
sali1298,Sáliban,wals
stra1244,Salishan,wals
sind1272,Indo-European,wals
sand1273,Sandawe,wals
kups1238,Eastern Sudanic,wals
seco1241,Tucanoan,wals
nucl1396,Niger-Congo,wals
seri1257,Hokan,wals
sese1246,other,wals
song1303,Niger-Congo,wals
seng1278,Niger-Congo,wals
sang1336,Austronesian,wals
stra1244,Salishan,wals
sang1333,Niger-Congo,wals
shan1277,Tai-Kadai,wals
shab1252,Shabo,wals
sher1255,Sino-Tibetan,wals
shar1245,Pano-Tacanan,wals
shat1244,Eastern Sudanic,wals
shus1248,Salishan,wals
east2337,Altaic,wals
sian1257,Trans-New Guinea,wals
sika1262,Austronesian,wals
dars1235,Eastern Sudanic,wals
sime1241,Austronesian,wals
sius1254,Oregon Coast,wals
kild1236,Uralic,wals
sikk1242,Sino-Tibetan,wals
nucl1634,Skou,wals
selk1253,Uralic,wals
sika1263,Lakes Plain,wals
shek1243,Indo-European,wals
slav1253,Na-Dene,wals
sali1295,Austronesian,wals
sulu1241,Sino-Tibetan,wals
sala1264,Altaic,wals
sema1269,Austronesian,wals
siam1242,Siamou,wals
shom1245,Shompen,wals
umat1237,Penutian,wals
shin1264,Indo-European,wals
ceba1235,Niger-Congo,wals
sinh1246,Indo-European,wals
kist1241,Afro-Asiatic,wals
stra1244,Salishan,wals
soqo1240,Afro-Asiatic,wals
uppe1395,Indo-European,wals
stan1288,Indo-European,wals
stan1288,Indo-European,wals
spit1240,Sino-Tibetan,wals
spok1245,Salishan,wals
sout2965,Salishan,wals
squa1248,Salishan,wals
sran1240,other,wals
sorb1249,Indo-European,wals
lowe1385,Indo-European,wals
kore1273,other,wals
stra1244,Salishan,wals
stra1244,Salishan,wals
stie1250,Austro-Asiatic,wals
pedi1238,Niger-Congo,wals
ston1242,Siouan,wals
subi1246,Niger-Congo,wals
assa1269,Eastern Sudanic,wals
suii1243,Tai-Kadai,wals
suki1245,Trans-New Guinea,wals
sulk1246,Sulka,wals
svan1243,Kartvelian,wals
kash1274,Indo-European,wals
slov1269,Indo-European,wals
savo1255,Solomons East Papuan,wals
swed1236,other,wals
sawa1247,Austronesian,wals
swat1243,Niger-Congo,wals
west2402,Altaic,wals
taca1256,Pano-Tacanan,wals
taji1245,Indo-European,wals
tali1258,Niger-Congo,wals
nucl1696,Afro-Asiatic,wals
taia1239,Taiap,wals
tach1250,Afro-Asiatic,wals
tayo1238,other,wals
taly1247,Indo-European,wals
sina1271,Trans-New Guinea,wals
tigr1270,Afro-Asiatic,wals
tabl1243,Sentanic,wals
taba1259,Nakh-Daghestanian,wals
toba1266,Austronesian,wals
tebu1238,Saharan,wals
taab1238,Niger-Congo,wals
seke1240,Sino-Tibetan,wals
hueh1236,Totonacan,wals
temm1241,Niger-Congo,wals
tlac1235,Totonacan,wals
teso1249,Eastern Sudanic,wals
tete1250,Niger-Congo,wals
tewa1260,Kiowa-Tanoan,wals
khor1269,Altaic,wals
kula1280,Greater West Bomberai,wals
tigr1270,Afro-Asiatic,wals
thom1243,Salishan,wals
thay1248,Pama-Nyungan,wals
thai1240,other,wals
tehi1237,West Bird's Head,wals
tifa1245,Trans-New Guinea,wals
tigr1271,Afro-Asiatic,wals
till1254,Salishan,wals
tiwi1244,Tiwian,wals
kumi1248,Hokan,wals
take1257,Takelma,wals
teke1280,Niger-Congo,wals
noga1249,Altaic,wals
tala1285,Austronesian,wals
tlin1245,Na-Dene,wals
acat1239,Oto-Manguean,wals
shah1254,Indo-European,wals
timu1245,Timucua,wals
tama1336,Kayagar,wals
tuma1260,Afro-Asiatic,wals
nucl1339,Eastern Sudanic,wals
tamp1252,Niger-Congo,wals
musl1236,Indo-European,wals
tana1290,Na-Dene,wals
tind1238,Nakh-Daghestanian,wals
tina1246,Sino-Tibetan,wals
tana1289,Na-Dene,wals
lowe1425,Na-Dene,wals
tond1251,Austronesian,wals
tont1239,Austronesian,wals
toba1269,Guaicuruan,wals
stod1241,Sino-Tibetan,wals
kara1462,Altaic,wals
taro1263,Niger-Congo,wals
tonk1249,Tonkawa,wals
oyst1235,Tasmanian,wals
tupu1244,Niger-Congo,wals
tapi1253,Tupian,wals
chic1273,Oto-Manguean,wals
tora1261,Austronesian,wals
tewa1260,Kiowa-Tanoan,wals
suri1267,Eastern Sudanic,wals
tere1279,Arawakan,wals
nort2920,Trans-New Guinea,wals
trum1247,Trumai,wals
torw1241,Indo-European,wals
tsak1249,Nakh-Daghestanian,wals
uabm1237,Austronesian,wals
nucl1649,Tsimshianic,wals
tewa1260,Kiowa-Tanoan,wals
tanz1238,other,wals
taus1253,Taushiro,wals
tute1247,Siouan,wals
take1255,Indo-European,wals
tatu1247,Tucanoan,wals
tuam1242,Austronesian,wals
tuba1279,Uto-Aztecan,wals
turk1288,other,wals
tuni1252,Tunica,wals
nort2941,Na-Dene,wals
tuyu1244,Tucanoan,wals
tuts1235,Sino-Tibetan,wals
nort1550,Kiowa-Tanoan,wals
sout2961,Kiowa-Tanoan,wals
khor1269,Altaic,wals
xico1235,Totonacan,wals
tyar1236,Northern Daly,wals
tzel1254,Mayan,wals
tzel1254,Mayan,wals
taiw1241,other,wals
tzot1259,Mayan,wals
tzel1254,Mayan,wals
tzut1248,Mayan,wals
udmu1245,Uralic,wals
ugan1238,other,wals
uppe1438,Na-Dene,wals
wuzl1236,Afro-Asiatic,wals
umpi1239,Pama-Nyungan,wals
cari1279,Cariban,wals
unam1242,Algic,wals
urdu1245,Indo-European,wals
urho1239,Niger-Congo,wals
urub1250,Tupian,wals
urum1249,Altaic,wals
urar1246,Urarina,wals
urat1244,Torricelli,wals
urub1243,other,wals
usar1243,Trans-New Guinea,wals
utee1244,Uto-Aztecan,wals
uigh1240,Altaic,wals
uzbe1247,Altaic,wals
vafs1240,Indo-European,wals
vagl1239,Niger-Congo,wals
vaii1241,Mande,wals
vasa1239,Indo-European,wals
lako1244,Niger-Congo,wals
vedd1240,Indo-European,wals
vend1245,Niger-Congo,wals
vili1238,Niger-Congo,wals
kari1304,Pama-Nyungan,wals
vlaa1235,other,wals
wage1238,Wagiman,wals
wahg1249,Trans-New Guinea,wals
wakh1245,Indo-European,wals
valm1241,Torricelli,wals
waor1240,Waorani,wals
wash1253,Washo,wals
waya1270,Tupian,wals
wich1264,Matacoan,wals
pitj1243,Pama-Nyungan,wals
west2443,Pama-Nyungan,wals
wang1290,Pama-Nyungan,wals
waig1243,Indo-European,wals
wich1260,Caddoan,wals
wiyo1248,Algic,wals
waka1274,Pama-Nyungan,wals
weme1239,Niger-Congo,wals
wikn1245,Pama-Nyungan,wals
hoch1243,Siouan,wals
want1252,Trans-New Guinea,wals
weno1238,Niger-Congo,wals
woga1249,Sepik,wals
kama1365,Greater West Bomberai,wals
womo1238,Skou,wals
wara1303,Warao,wals
warr1257,Pama-Nyungan,wals
wand1263,Mangarrayi-Maran,wals
wari1266,Border,wals
wara1290,Gunwinyguan,wals
wata1253,Ramu-Lower Sepik,wals
waam1244,Niger-Congo,wals
xamm1241,Tu,wals
xaas1235,Mande,wals
komb1272,Torricelli,wals
xere1240,Macro-Ge,wals
kana1283,Sino-Tibetan,wals
kung1261,Kxa,wals
yama1264,Yámana,wals
yana1271,Hokan,wals
yazg1240,Indo-European,wals
yamb1251,Niger-Congo,wals
east2295,Indo-European,wals
east2295,Indo-European,wals
east2295,Indo-European,wals
yeii1239,Yam,wals
yele1255,Yele,wals
yemb1246,Niger-Congo,wals
diii1241,Niger-Congo,wals
yagn1238,Indo-European,wals
yaga1260,Trans-New Guinea,wals
yill1241,Torricelli,wals
jirj1239,Pama-Nyungan,wals
sout2750,Yukaghir,wals
yulp1238,Pama-Nyungan,wals
angg1239,Trans-New Guinea,wals
yelm1242,Bulaka River,wals
east2295,Indo-European,wals
yamd1240,Austronesian,wals
nauk1242,Eskimo-Aleut,wals
yans1239,Niger-Congo,wals
yoru1245,Niger-Congo,wals
yaqa1246,Trans-New Guinea,wals
yura1255,Yuracare,wals
yuru1243,Yurimangí,wals
pume1238,Yaruro,wals
yuru1263,Tucanoan,wals
sire1246,Eskimo-Aleut,wals
cent2128,Eskimo-Aleut,wals
noga1249,Altaic,wals
yuch1247,Yuchi,wals
yugh1239,Yeniseian,wals
nucl1427,Central Sudanic,wals
cent2128,Eskimo-Aleut,wals
gami1243,Pama-Nyungan,wals
isth1244,Oto-Manguean,wals
mitl1236,Oto-Manguean,wals
diml1238,Indo-European,wals
chim1300,Mixe-Zoque,wals
zena1248,Afro-Asiatic,wals
guib1245,Tai-Kadai,wals
zima1244,Trans-New Guinea,wals
sout3005,Oto-Manguean,wals
copa1236,Mixe-Zoque,wals
ostu1241,Mixe-Zoque,wals
rayo1235,Mixe-Zoque,wals
texm1235,Oto-Manguean,wals
zuni1245,Zuni,wals
